// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 2.42s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c
// command took 5.27s and exited with 0
// ***** Done, took 00:00:07 (7.89 sec)   *****
// Found 8 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadActual  12: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  13: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  14: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  15: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  16: 2048 op, 5700.00 ns, 2.7832 ns/op
OverheadActual  17: 2048 op, 7700.00 ns, 3.7598 ns/op
OverheadActual  18: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  19: 2048 op, 6500.00 ns, 3.1738 ns/op
OverheadActual  20: 2048 op, 4200.00 ns, 2.0508 ns/op

WorkloadWarmup   1: 2048 op, 824897100.00 ns, 402.7818 us/op
WorkloadWarmup   2: 2048 op, 784868900.00 ns, 383.2368 us/op
WorkloadWarmup   3: 2048 op, 879333300.00 ns, 429.3620 us/op
WorkloadWarmup   4: 2048 op, 785614200.00 ns, 383.6007 us/op
WorkloadWarmup   5: 2048 op, 846964800.00 ns, 413.5570 us/op
WorkloadWarmup   6: 2048 op, 744882200.00 ns, 363.7120 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 752568500.00 ns, 367.4651 us/op
WorkloadActual   2: 2048 op, 746493600.00 ns, 364.4988 us/op
WorkloadActual   3: 2048 op, 755192000.00 ns, 368.7461 us/op
WorkloadActual   4: 2048 op, 682684900.00 ns, 333.3422 us/op
WorkloadActual   5: 2048 op, 806842700.00 ns, 393.9662 us/op
WorkloadActual   6: 2048 op, 907818100.00 ns, 443.2706 us/op
WorkloadActual   7: 2048 op, 906532900.00 ns, 442.6430 us/op
WorkloadActual   8: 2048 op, 842583900.00 ns, 411.4179 us/op
WorkloadActual   9: 2048 op, 877527700.00 ns, 428.4803 us/op
WorkloadActual  10: 2048 op, 872165100.00 ns, 425.8619 us/op
WorkloadActual  11: 2048 op, 941688100.00 ns, 459.8086 us/op
WorkloadActual  12: 2048 op, 786383700.00 ns, 383.9764 us/op
WorkloadActual  13: 2048 op, 874102500.00 ns, 426.8079 us/op
WorkloadActual  14: 2048 op, 891481000.00 ns, 435.2935 us/op
WorkloadActual  15: 2048 op, 882657600.00 ns, 430.9852 us/op
WorkloadActual  16: 2048 op, 924677100.00 ns, 451.5025 us/op
WorkloadActual  17: 2048 op, 920796000.00 ns, 449.6074 us/op
WorkloadActual  18: 2048 op, 913975500.00 ns, 446.2771 us/op
WorkloadActual  19: 2048 op, 897074800.00 ns, 438.0248 us/op
WorkloadActual  20: 2048 op, 804781400.00 ns, 392.9597 us/op
WorkloadActual  21: 2048 op, 876529900.00 ns, 427.9931 us/op
WorkloadActual  22: 2048 op, 740564600.00 ns, 361.6038 us/op
WorkloadActual  23: 2048 op, 840807300.00 ns, 410.5504 us/op
WorkloadActual  24: 2048 op, 738381100.00 ns, 360.5376 us/op
WorkloadActual  25: 2048 op, 721422800.00 ns, 352.2572 us/op
WorkloadActual  26: 2048 op, 700298700.00 ns, 341.9427 us/op
WorkloadActual  27: 2048 op, 749291700.00 ns, 365.8651 us/op
WorkloadActual  28: 2048 op, 728811000.00 ns, 355.8647 us/op
WorkloadActual  29: 2048 op, 810126300.00 ns, 395.5695 us/op
WorkloadActual  30: 2048 op, 735543300.00 ns, 359.1520 us/op
WorkloadActual  31: 2048 op, 763847900.00 ns, 372.9726 us/op
WorkloadActual  32: 2048 op, 741206100.00 ns, 361.9170 us/op
WorkloadActual  33: 2048 op, 755801600.00 ns, 369.0437 us/op
WorkloadActual  34: 2048 op, 768888500.00 ns, 375.4338 us/op
WorkloadActual  35: 2048 op, 734975000.00 ns, 358.8745 us/op
WorkloadActual  36: 2048 op, 739416200.00 ns, 361.0431 us/op
WorkloadActual  37: 2048 op, 736982900.00 ns, 359.8549 us/op
WorkloadActual  38: 2048 op, 801300000.00 ns, 391.2598 us/op
WorkloadActual  39: 2048 op, 687564500.00 ns, 335.7249 us/op
WorkloadActual  40: 2048 op, 686701900.00 ns, 335.3037 us/op
WorkloadActual  41: 2048 op, 704946500.00 ns, 344.2122 us/op
WorkloadActual  42: 2048 op, 750839400.00 ns, 366.6208 us/op
WorkloadActual  43: 2048 op, 719110500.00 ns, 351.1282 us/op
WorkloadActual  44: 2048 op, 690644100.00 ns, 337.2286 us/op
WorkloadActual  45: 2048 op, 698015000.00 ns, 340.8276 us/op
WorkloadActual  46: 2048 op, 703072200.00 ns, 343.2970 us/op
WorkloadActual  47: 2048 op, 703954100.00 ns, 343.7276 us/op
WorkloadActual  48: 2048 op, 694518800.00 ns, 339.1205 us/op
WorkloadActual  49: 2048 op, 670673700.00 ns, 327.4774 us/op
WorkloadActual  50: 2048 op, 699567900.00 ns, 341.5859 us/op
WorkloadActual  51: 2048 op, 694785300.00 ns, 339.2506 us/op
WorkloadActual  52: 2048 op, 686087300.00 ns, 335.0036 us/op
WorkloadActual  53: 2048 op, 823385200.00 ns, 402.0436 us/op
WorkloadActual  54: 2048 op, 723138700.00 ns, 353.0951 us/op
WorkloadActual  55: 2048 op, 721785200.00 ns, 352.4342 us/op
WorkloadActual  56: 2048 op, 677294200.00 ns, 330.7101 us/op
WorkloadActual  57: 2048 op, 730074800.00 ns, 356.4818 us/op
WorkloadActual  58: 2048 op, 714256400.00 ns, 348.7580 us/op
WorkloadActual  59: 2048 op, 660163400.00 ns, 322.3454 us/op
WorkloadActual  60: 2048 op, 682218300.00 ns, 333.1144 us/op
WorkloadActual  61: 2048 op, 722526200.00 ns, 352.7960 us/op
WorkloadActual  62: 2048 op, 738546700.00 ns, 360.6185 us/op
WorkloadActual  63: 2048 op, 689869900.00 ns, 336.8505 us/op
WorkloadActual  64: 2048 op, 716286500.00 ns, 349.7493 us/op
WorkloadActual  65: 2048 op, 685678900.00 ns, 334.8042 us/op
WorkloadActual  66: 2048 op, 710116000.00 ns, 346.7363 us/op
WorkloadActual  67: 2048 op, 734286100.00 ns, 358.5381 us/op
WorkloadActual  68: 2048 op, 797396900.00 ns, 389.3540 us/op
WorkloadActual  69: 2048 op, 766489600.00 ns, 374.2625 us/op
WorkloadActual  70: 2048 op, 732772300.00 ns, 357.7990 us/op
WorkloadActual  71: 2048 op, 709783900.00 ns, 346.5742 us/op
WorkloadActual  72: 2048 op, 700473600.00 ns, 342.0281 us/op
WorkloadActual  73: 2048 op, 666851300.00 ns, 325.6110 us/op
WorkloadActual  74: 2048 op, 679161200.00 ns, 331.6217 us/op
WorkloadActual  75: 2048 op, 702692800.00 ns, 343.1117 us/op
WorkloadActual  76: 2048 op, 717411500.00 ns, 350.2986 us/op
WorkloadActual  77: 2048 op, 724907700.00 ns, 353.9588 us/op
WorkloadActual  78: 2048 op, 758246200.00 ns, 370.2374 us/op
WorkloadActual  79: 2048 op, 692699900.00 ns, 338.2324 us/op
WorkloadActual  80: 2048 op, 722560900.00 ns, 352.8129 us/op
WorkloadActual  81: 2048 op, 705445500.00 ns, 344.4558 us/op
WorkloadActual  82: 2048 op, 684000400.00 ns, 333.9846 us/op
WorkloadActual  83: 2048 op, 741344200.00 ns, 361.9845 us/op
WorkloadActual  84: 2048 op, 766780300.00 ns, 374.4044 us/op
WorkloadActual  85: 2048 op, 699876800.00 ns, 341.7367 us/op
WorkloadActual  86: 2048 op, 703896500.00 ns, 343.6995 us/op
WorkloadActual  87: 2048 op, 702324900.00 ns, 342.9321 us/op
WorkloadActual  88: 2048 op, 689948700.00 ns, 336.8890 us/op
WorkloadActual  89: 2048 op, 666225700.00 ns, 325.3055 us/op
WorkloadActual  90: 2048 op, 699442600.00 ns, 341.5247 us/op
WorkloadActual  91: 2048 op, 680804500.00 ns, 332.4241 us/op
WorkloadActual  92: 2048 op, 677738300.00 ns, 330.9269 us/op
WorkloadActual  93: 2048 op, 693833200.00 ns, 338.7857 us/op
WorkloadActual  94: 2048 op, 716780600.00 ns, 349.9905 us/op
WorkloadActual  95: 2048 op, 683164800.00 ns, 333.5766 us/op
WorkloadActual  96: 2048 op, 700971400.00 ns, 342.2712 us/op
WorkloadActual  97: 2048 op, 679210100.00 ns, 331.6456 us/op
WorkloadActual  98: 2048 op, 673597400.00 ns, 328.9050 us/op
WorkloadActual  99: 2048 op, 743221500.00 ns, 362.9011 us/op
WorkloadActual  100: 2048 op, 776511000.00 ns, 379.1558 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 752564100.00 ns, 367.4629 us/op
WorkloadResult   2: 2048 op, 746489200.00 ns, 364.4967 us/op
WorkloadResult   3: 2048 op, 755187600.00 ns, 368.7439 us/op
WorkloadResult   4: 2048 op, 682680500.00 ns, 333.3401 us/op
WorkloadResult   5: 2048 op, 806838300.00 ns, 393.9640 us/op
WorkloadResult   6: 2048 op, 842579500.00 ns, 411.4158 us/op
WorkloadResult   7: 2048 op, 786379300.00 ns, 383.9743 us/op
WorkloadResult   8: 2048 op, 804777000.00 ns, 392.9575 us/op
WorkloadResult   9: 2048 op, 740560200.00 ns, 361.6017 us/op
WorkloadResult  10: 2048 op, 840802900.00 ns, 410.5483 us/op
WorkloadResult  11: 2048 op, 738376700.00 ns, 360.5355 us/op
WorkloadResult  12: 2048 op, 721418400.00 ns, 352.2551 us/op
WorkloadResult  13: 2048 op, 700294300.00 ns, 341.9406 us/op
WorkloadResult  14: 2048 op, 749287300.00 ns, 365.8629 us/op
WorkloadResult  15: 2048 op, 728806600.00 ns, 355.8626 us/op
WorkloadResult  16: 2048 op, 810121900.00 ns, 395.5673 us/op
WorkloadResult  17: 2048 op, 735538900.00 ns, 359.1499 us/op
WorkloadResult  18: 2048 op, 763843500.00 ns, 372.9705 us/op
WorkloadResult  19: 2048 op, 741201700.00 ns, 361.9149 us/op
WorkloadResult  20: 2048 op, 755797200.00 ns, 369.0416 us/op
WorkloadResult  21: 2048 op, 768884100.00 ns, 375.4317 us/op
WorkloadResult  22: 2048 op, 734970600.00 ns, 358.8724 us/op
WorkloadResult  23: 2048 op, 739411800.00 ns, 361.0409 us/op
WorkloadResult  24: 2048 op, 736978500.00 ns, 359.8528 us/op
WorkloadResult  25: 2048 op, 801295600.00 ns, 391.2576 us/op
WorkloadResult  26: 2048 op, 687560100.00 ns, 335.7227 us/op
WorkloadResult  27: 2048 op, 686697500.00 ns, 335.3015 us/op
WorkloadResult  28: 2048 op, 704942100.00 ns, 344.2100 us/op
WorkloadResult  29: 2048 op, 750835000.00 ns, 366.6187 us/op
WorkloadResult  30: 2048 op, 719106100.00 ns, 351.1260 us/op
WorkloadResult  31: 2048 op, 690639700.00 ns, 337.2264 us/op
WorkloadResult  32: 2048 op, 698010600.00 ns, 340.8255 us/op
WorkloadResult  33: 2048 op, 703067800.00 ns, 343.2948 us/op
WorkloadResult  34: 2048 op, 703949700.00 ns, 343.7254 us/op
WorkloadResult  35: 2048 op, 694514400.00 ns, 339.1184 us/op
WorkloadResult  36: 2048 op, 670669300.00 ns, 327.4752 us/op
WorkloadResult  37: 2048 op, 699563500.00 ns, 341.5837 us/op
WorkloadResult  38: 2048 op, 694780900.00 ns, 339.2485 us/op
WorkloadResult  39: 2048 op, 686082900.00 ns, 335.0014 us/op
WorkloadResult  40: 2048 op, 823380800.00 ns, 402.0414 us/op
WorkloadResult  41: 2048 op, 723134300.00 ns, 353.0929 us/op
WorkloadResult  42: 2048 op, 721780800.00 ns, 352.4320 us/op
WorkloadResult  43: 2048 op, 677289800.00 ns, 330.7079 us/op
WorkloadResult  44: 2048 op, 730070400.00 ns, 356.4797 us/op
WorkloadResult  45: 2048 op, 714252000.00 ns, 348.7559 us/op
WorkloadResult  46: 2048 op, 660159000.00 ns, 322.3433 us/op
WorkloadResult  47: 2048 op, 682213900.00 ns, 333.1123 us/op
WorkloadResult  48: 2048 op, 722521800.00 ns, 352.7938 us/op
WorkloadResult  49: 2048 op, 738542300.00 ns, 360.6164 us/op
WorkloadResult  50: 2048 op, 689865500.00 ns, 336.8484 us/op
WorkloadResult  51: 2048 op, 716282100.00 ns, 349.7471 us/op
WorkloadResult  52: 2048 op, 685674500.00 ns, 334.8020 us/op
WorkloadResult  53: 2048 op, 710111600.00 ns, 346.7342 us/op
WorkloadResult  54: 2048 op, 734281700.00 ns, 358.5360 us/op
WorkloadResult  55: 2048 op, 797392500.00 ns, 389.3518 us/op
WorkloadResult  56: 2048 op, 766485200.00 ns, 374.2604 us/op
WorkloadResult  57: 2048 op, 732767900.00 ns, 357.7968 us/op
WorkloadResult  58: 2048 op, 709779500.00 ns, 346.5720 us/op
WorkloadResult  59: 2048 op, 700469200.00 ns, 342.0260 us/op
WorkloadResult  60: 2048 op, 666846900.00 ns, 325.6088 us/op
WorkloadResult  61: 2048 op, 679156800.00 ns, 331.6195 us/op
WorkloadResult  62: 2048 op, 702688400.00 ns, 343.1096 us/op
WorkloadResult  63: 2048 op, 717407100.00 ns, 350.2964 us/op
WorkloadResult  64: 2048 op, 724903300.00 ns, 353.9567 us/op
WorkloadResult  65: 2048 op, 758241800.00 ns, 370.2353 us/op
WorkloadResult  66: 2048 op, 692695500.00 ns, 338.2302 us/op
WorkloadResult  67: 2048 op, 722556500.00 ns, 352.8108 us/op
WorkloadResult  68: 2048 op, 705441100.00 ns, 344.4537 us/op
WorkloadResult  69: 2048 op, 683996000.00 ns, 333.9824 us/op
WorkloadResult  70: 2048 op, 741339800.00 ns, 361.9823 us/op
WorkloadResult  71: 2048 op, 766775900.00 ns, 374.4023 us/op
WorkloadResult  72: 2048 op, 699872400.00 ns, 341.7346 us/op
WorkloadResult  73: 2048 op, 703892100.00 ns, 343.6973 us/op
WorkloadResult  74: 2048 op, 702320500.00 ns, 342.9299 us/op
WorkloadResult  75: 2048 op, 689944300.00 ns, 336.8869 us/op
WorkloadResult  76: 2048 op, 666221300.00 ns, 325.3034 us/op
WorkloadResult  77: 2048 op, 699438200.00 ns, 341.5226 us/op
WorkloadResult  78: 2048 op, 680800100.00 ns, 332.4219 us/op
WorkloadResult  79: 2048 op, 677733900.00 ns, 330.9248 us/op
WorkloadResult  80: 2048 op, 693828800.00 ns, 338.7836 us/op
WorkloadResult  81: 2048 op, 716776200.00 ns, 349.9884 us/op
WorkloadResult  82: 2048 op, 683160400.00 ns, 333.5744 us/op
WorkloadResult  83: 2048 op, 700967000.00 ns, 342.2690 us/op
WorkloadResult  84: 2048 op, 679205700.00 ns, 331.6434 us/op
WorkloadResult  85: 2048 op, 673593000.00 ns, 328.9028 us/op
WorkloadResult  86: 2048 op, 743217100.00 ns, 362.8990 us/op
WorkloadResult  87: 2048 op, 776506600.00 ns, 379.1536 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 353.3668 us, StdErr = 2.1522 us (0.61%); N = 87, StdDev = 20.0743 us
Min = 322.3433 us, Q1 = 338.2302 us, Median = 349.9884 us, Q3 = 362.8990 us, Max = 411.4158 us
IQR = 24.6687 us, LowerFence = 301.2271 us, UpperFence = 399.9021 us
ConfidenceInterval = [346.0337 us; 360.6999 us] (CI 99.9%), Margin = 7.3331 us (2.08% of Mean)
Skewness = 0.93, Kurtosis = 3.39, MValue = 2.1

// **************************
// Benchmark: Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "a3ef1f11-95dd-4261-9dc2-2e5a6745302c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvxWSpanPtr" --job "Core" --benchmarkId 1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\a3ef1f11-95dd-4261-9dc2-2e5a6745302c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 326300.00 ns, 326.3000 us/op
WorkloadJitting  1: 1 op, 4918300.00 ns, 4.9183 ms/op

OverheadJitting  2: 16 op, 552500.00 ns, 34.5312 us/op
WorkloadJitting  2: 16 op, 8140600.00 ns, 508.7875 us/op

WorkloadPilot    1: 16 op, 9376400.00 ns, 586.0250 us/op
WorkloadPilot    2: 32 op, 9883300.00 ns, 308.8531 us/op
WorkloadPilot    3: 64 op, 25096600.00 ns, 392.1344 us/op
WorkloadPilot    4: 128 op, 49974600.00 ns, 390.4266 us/op
WorkloadPilot    5: 256 op, 84618100.00 ns, 330.5395 us/op
WorkloadPilot    6: 512 op, 165039600.00 ns, 322.3430 us/op
WorkloadPilot    7: 1024 op, 318389900.00 ns, 310.9276 us/op
WorkloadPilot    8: 2048 op, 783162000.00 ns, 382.4033 us/op

OverheadWarmup   1: 2048 op, 7300.00 ns, 3.5645 ns/op
OverheadWarmup   2: 2048 op, 6300.00 ns, 3.0762 ns/op
OverheadWarmup   3: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadWarmup   4: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadWarmup   5: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   6: 2048 op, 6800.00 ns, 3.3203 ns/op
OverheadWarmup   7: 2048 op, 5800.00 ns, 2.8320 ns/op

OverheadActual   1: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   2: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   3: 2048 op, 9700.00 ns, 4.7363 ns/op
OverheadActual   4: 2048 op, 5100.00 ns, 2.4902 ns/op
OverheadActual   5: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual   6: 2048 op, 5500.00 ns, 2.6855 ns/op
OverheadActual   7: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   8: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   9: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  10: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual  11: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual  12: 2048 op, 10000.00 ns, 4.8828 ns/op
OverheadActual  13: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  14: 2048 op, 8800.00 ns, 4.2969 ns/op
OverheadActual  15: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  16: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  17: 2048 op, 12500.00 ns, 6.1035 ns/op
OverheadActual  18: 2048 op, 5400.00 ns, 2.6367 ns/op
OverheadActual  19: 2048 op, 4600.00 ns, 2.2461 ns/op
OverheadActual  20: 2048 op, 7500.00 ns, 3.6621 ns/op

WorkloadWarmup   1: 2048 op, 672350600.00 ns, 328.2962 us/op
WorkloadWarmup   2: 2048 op, 667778600.00 ns, 326.0638 us/op
WorkloadWarmup   3: 2048 op, 632833100.00 ns, 309.0005 us/op
WorkloadWarmup   4: 2048 op, 624724500.00 ns, 305.0413 us/op
WorkloadWarmup   5: 2048 op, 659014300.00 ns, 321.7843 us/op
WorkloadWarmup   6: 2048 op, 700796500.00 ns, 342.1858 us/op
WorkloadWarmup   7: 2048 op, 653145300.00 ns, 318.9186 us/op
WorkloadWarmup   8: 2048 op, 651058800.00 ns, 317.8998 us/op
WorkloadWarmup   9: 2048 op, 660941200.00 ns, 322.7252 us/op
WorkloadWarmup  10: 2048 op, 654021700.00 ns, 319.3465 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 695161400.00 ns, 339.4343 us/op
WorkloadActual   2: 2048 op, 670725800.00 ns, 327.5028 us/op
WorkloadActual   3: 2048 op, 632052200.00 ns, 308.6192 us/op
WorkloadActual   4: 2048 op, 655273600.00 ns, 319.9578 us/op
WorkloadActual   5: 2048 op, 722428700.00 ns, 352.7484 us/op
WorkloadActual   6: 2048 op, 656583500.00 ns, 320.5974 us/op
WorkloadActual   7: 2048 op, 750709100.00 ns, 366.5572 us/op
WorkloadActual   8: 2048 op, 710621200.00 ns, 346.9830 us/op
WorkloadActual   9: 2048 op, 652823300.00 ns, 318.7614 us/op
WorkloadActual  10: 2048 op, 643238300.00 ns, 314.0812 us/op
WorkloadActual  11: 2048 op, 628859600.00 ns, 307.0604 us/op
WorkloadActual  12: 2048 op, 675205400.00 ns, 329.6901 us/op
WorkloadActual  13: 2048 op, 633129600.00 ns, 309.1453 us/op
WorkloadActual  14: 2048 op, 664855500.00 ns, 324.6365 us/op
WorkloadActual  15: 2048 op, 684658400.00 ns, 334.3059 us/op
WorkloadActual  16: 2048 op, 618739100.00 ns, 302.1187 us/op
WorkloadActual  17: 2048 op, 694098100.00 ns, 338.9151 us/op
WorkloadActual  18: 2048 op, 701351300.00 ns, 342.4567 us/op
WorkloadActual  19: 2048 op, 601737800.00 ns, 293.8173 us/op
WorkloadActual  20: 2048 op, 662492000.00 ns, 323.4824 us/op
WorkloadActual  21: 2048 op, 600326700.00 ns, 293.1283 us/op
WorkloadActual  22: 2048 op, 641534800.00 ns, 313.2494 us/op
WorkloadActual  23: 2048 op, 633001600.00 ns, 309.0828 us/op
WorkloadActual  24: 2048 op, 619081500.00 ns, 302.2859 us/op
WorkloadActual  25: 2048 op, 659809000.00 ns, 322.1724 us/op
WorkloadActual  26: 2048 op, 622386100.00 ns, 303.8995 us/op
WorkloadActual  27: 2048 op, 607778600.00 ns, 296.7669 us/op
WorkloadActual  28: 2048 op, 651438100.00 ns, 318.0850 us/op
WorkloadActual  29: 2048 op, 624886700.00 ns, 305.1205 us/op
WorkloadActual  30: 2048 op, 638878800.00 ns, 311.9525 us/op
