// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 5 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\8c64c5a0-b3e1-4e4b-8466-06447e54d35c
// command took 2.19s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\8c64c5a0-b3e1-4e4b-8466-06447e54d35c
// command took 5.13s and exited with 0
// ***** Done, took 00:00:07 (7.55 sec)   *****
// Found 5 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c64c5a0-b3e1-4e4b-8466-06447e54d35c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\8c64c5a0-b3e1-4e4b-8466-06447e54d35c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

WorkloadActual  49: 1024 op, 489525000.00 ns, 478.0518 us/op
WorkloadActual  50: 1024 op, 470077200.00 ns, 459.0598 us/op
WorkloadActual  51: 1024 op, 456248200.00 ns, 445.5549 us/op
WorkloadActual  52: 1024 op, 511842400.00 ns, 499.8461 us/op
WorkloadActual  53: 1024 op, 451024100.00 ns, 440.4532 us/op
WorkloadActual  54: 1024 op, 507064300.00 ns, 495.1800 us/op
WorkloadActual  55: 1024 op, 477510900.00 ns, 466.3192 us/op
WorkloadActual  56: 1024 op, 465978500.00 ns, 455.0571 us/op
WorkloadActual  57: 1024 op, 478136900.00 ns, 466.9306 us/op
WorkloadActual  58: 1024 op, 532662900.00 ns, 520.1786 us/op
WorkloadActual  59: 1024 op, 493433700.00 ns, 481.8688 us/op
WorkloadActual  60: 1024 op, 480246400.00 ns, 468.9906 us/op
WorkloadActual  61: 1024 op, 479993100.00 ns, 468.7433 us/op
WorkloadActual  62: 1024 op, 450378400.00 ns, 439.8227 us/op
WorkloadActual  63: 1024 op, 492410000.00 ns, 480.8691 us/op
WorkloadActual  64: 1024 op, 448238000.00 ns, 437.7324 us/op
WorkloadActual  65: 1024 op, 486916700.00 ns, 475.5046 us/op
WorkloadActual  66: 1024 op, 463633900.00 ns, 452.7675 us/op
WorkloadActual  67: 1024 op, 492592500.00 ns, 481.0474 us/op
WorkloadActual  68: 1024 op, 471161900.00 ns, 460.1190 us/op
WorkloadActual  69: 1024 op, 481283400.00 ns, 470.0033 us/op
WorkloadActual  70: 1024 op, 457281700.00 ns, 446.5642 us/op
WorkloadActual  71: 1024 op, 468910900.00 ns, 457.9208 us/op
WorkloadActual  72: 1024 op, 474885500.00 ns, 463.7554 us/op
WorkloadActual  73: 1024 op, 472086000.00 ns, 461.0215 us/op
WorkloadActual  74: 1024 op, 469455300.00 ns, 458.4524 us/op
WorkloadActual  75: 1024 op, 453386800.00 ns, 442.7605 us/op
WorkloadActual  76: 1024 op, 482545100.00 ns, 471.2354 us/op
WorkloadActual  77: 1024 op, 432816600.00 ns, 422.6725 us/op
WorkloadActual  78: 1024 op, 496342200.00 ns, 484.7092 us/op
WorkloadActual  79: 1024 op, 464983300.00 ns, 454.0853 us/op
WorkloadActual  80: 1024 op, 518819600.00 ns, 506.6598 us/op
WorkloadActual  81: 1024 op, 435444900.00 ns, 425.2392 us/op
WorkloadActual  82: 1024 op, 469109700.00 ns, 458.1149 us/op
WorkloadActual  83: 1024 op, 448224400.00 ns, 437.7191 us/op
WorkloadActual  84: 1024 op, 445096400.00 ns, 434.6645 us/op
WorkloadActual  85: 1024 op, 491673300.00 ns, 480.1497 us/op
WorkloadActual  86: 1024 op, 453340500.00 ns, 442.7153 us/op
WorkloadActual  87: 1024 op, 499956100.00 ns, 488.2384 us/op
WorkloadActual  88: 1024 op, 446292200.00 ns, 435.8322 us/op
WorkloadActual  89: 1024 op, 507240100.00 ns, 495.3517 us/op
WorkloadActual  90: 1024 op, 444462600.00 ns, 434.0455 us/op
WorkloadActual  91: 1024 op, 462151300.00 ns, 451.3196 us/op
WorkloadActual  92: 1024 op, 474859700.00 ns, 463.7302 us/op
WorkloadActual  93: 1024 op, 463527900.00 ns, 452.6640 us/op
WorkloadActual  94: 1024 op, 501189300.00 ns, 489.4427 us/op
WorkloadActual  95: 1024 op, 433893300.00 ns, 423.7239 us/op
WorkloadActual  96: 1024 op, 492271500.00 ns, 480.7339 us/op
WorkloadActual  97: 1024 op, 459404200.00 ns, 448.6369 us/op
WorkloadActual  98: 1024 op, 457675800.00 ns, 446.9490 us/op
WorkloadActual  99: 1024 op, 458833400.00 ns, 448.0795 us/op

// AfterActualRun
WorkloadResult   1: 1024 op, 519468300.00 ns, 507.2933 us/op
WorkloadResult   2: 1024 op, 517244000.00 ns, 505.1211 us/op
WorkloadResult   3: 1024 op, 527025100.00 ns, 514.6729 us/op
WorkloadResult   4: 1024 op, 513391900.00 ns, 501.3593 us/op
WorkloadResult   5: 1024 op, 529232700.00 ns, 516.8288 us/op
WorkloadResult   6: 1024 op, 507514400.00 ns, 495.6195 us/op
WorkloadResult   7: 1024 op, 454639600.00 ns, 443.9840 us/op
WorkloadResult   8: 1024 op, 432643900.00 ns, 422.5038 us/op
WorkloadResult   9: 1024 op, 473730300.00 ns, 462.6272 us/op
WorkloadResult  10: 1024 op, 417256200.00 ns, 407.4768 us/op
WorkloadResult  11: 1024 op, 443695600.00 ns, 433.2965 us/op
WorkloadResult  12: 1024 op, 445037200.00 ns, 434.6066 us/op
WorkloadResult  13: 1024 op, 472772800.00 ns, 461.6922 us/op
WorkloadResult  14: 1024 op, 481406600.00 ns, 470.1236 us/op
WorkloadResult  15: 1024 op, 445686100.00 ns, 435.2403 us/op
WorkloadResult  16: 1024 op, 487521900.00 ns, 476.0956 us/op
WorkloadResult  17: 1024 op, 439272200.00 ns, 428.9768 us/op
WorkloadResult  18: 1024 op, 472536200.00 ns, 461.4611 us/op
WorkloadResult  19: 1024 op, 432340600.00 ns, 422.2076 us/op
WorkloadResult  20: 1024 op, 450178900.00 ns, 439.6278 us/op
WorkloadResult  21: 1024 op, 478129500.00 ns, 466.9233 us/op
WorkloadResult  22: 1024 op, 442290900.00 ns, 431.9247 us/op
WorkloadResult  23: 1024 op, 478398200.00 ns, 467.1857 us/op
WorkloadResult  24: 1024 op, 425187700.00 ns, 415.2224 us/op
WorkloadResult  25: 1024 op, 478032300.00 ns, 466.8284 us/op
WorkloadResult  26: 1024 op, 459231400.00 ns, 448.4682 us/op
WorkloadResult  27: 1024 op, 441829100.00 ns, 431.4737 us/op
WorkloadResult  28: 1024 op, 447148700.00 ns, 436.6687 us/op
WorkloadResult  29: 1024 op, 436138500.00 ns, 425.9165 us/op
WorkloadResult  30: 1024 op, 466902600.00 ns, 455.9596 us/op
WorkloadResult  31: 1024 op, 453085700.00 ns, 442.4665 us/op
WorkloadResult  32: 1024 op, 514210500.00 ns, 502.1587 us/op
WorkloadResult  33: 1024 op, 483333900.00 ns, 472.0058 us/op
WorkloadResult  34: 1024 op, 489448000.00 ns, 477.9766 us/op
WorkloadResult  35: 1024 op, 468307400.00 ns, 457.3314 us/op
WorkloadResult  36: 1024 op, 406578400.00 ns, 397.0492 us/op
WorkloadResult  37: 1024 op, 436358900.00 ns, 426.1317 us/op
WorkloadResult  38: 1024 op, 440363400.00 ns, 430.0424 us/op
WorkloadResult  39: 1024 op, 504261700.00 ns, 492.4431 us/op
WorkloadResult  40: 1024 op, 455199600.00 ns, 444.5309 us/op
WorkloadResult  41: 1024 op, 438583500.00 ns, 428.3042 us/op
WorkloadResult  42: 1024 op, 452184600.00 ns, 441.5865 us/op
WorkloadResult  43: 1024 op, 426962200.00 ns, 416.9553 us/op
WorkloadResult  44: 1024 op, 459751100.00 ns, 448.9757 us/op
WorkloadResult  45: 1024 op, 431251900.00 ns, 421.1444 us/op
WorkloadResult  46: 1024 op, 457680000.00 ns, 446.9531 us/op
WorkloadResult  47: 1024 op, 505531700.00 ns, 493.6833 us/op
WorkloadResult  48: 1024 op, 489521900.00 ns, 478.0487 us/op
WorkloadResult  49: 1024 op, 470074100.00 ns, 459.0567 us/op
WorkloadResult  50: 1024 op, 456245100.00 ns, 445.5519 us/op
WorkloadResult  51: 1024 op, 511839300.00 ns, 499.8431 us/op
WorkloadResult  52: 1024 op, 451021000.00 ns, 440.4502 us/op
WorkloadResult  53: 1024 op, 507061200.00 ns, 495.1770 us/op
WorkloadResult  54: 1024 op, 477507800.00 ns, 466.3162 us/op
WorkloadResult  55: 1024 op, 465975400.00 ns, 455.0541 us/op
WorkloadResult  56: 1024 op, 478133800.00 ns, 466.9275 us/op
WorkloadResult  57: 1024 op, 532659800.00 ns, 520.1756 us/op
WorkloadResult  58: 1024 op, 493430600.00 ns, 481.8658 us/op
WorkloadResult  59: 1024 op, 480243300.00 ns, 468.9876 us/op
WorkloadResult  60: 1024 op, 479990000.00 ns, 468.7402 us/op
WorkloadResult  61: 1024 op, 450375300.00 ns, 439.8196 us/op
WorkloadResult  62: 1024 op, 492406900.00 ns, 480.8661 us/op
WorkloadResult  63: 1024 op, 448234900.00 ns, 437.7294 us/op
WorkloadResult  64: 1024 op, 486913600.00 ns, 475.5016 us/op
WorkloadResult  65: 1024 op, 463630800.00 ns, 452.7645 us/op
WorkloadResult  66: 1024 op, 492589400.00 ns, 481.0443 us/op
WorkloadResult  67: 1024 op, 471158800.00 ns, 460.1160 us/op
WorkloadResult  68: 1024 op, 481280300.00 ns, 470.0003 us/op
WorkloadResult  69: 1024 op, 457278600.00 ns, 446.5611 us/op
WorkloadResult  70: 1024 op, 468907800.00 ns, 457.9178 us/op
WorkloadResult  71: 1024 op, 474882400.00 ns, 463.7523 us/op
WorkloadResult  72: 1024 op, 472082900.00 ns, 461.0185 us/op
WorkloadResult  73: 1024 op, 469452200.00 ns, 458.4494 us/op
WorkloadResult  74: 1024 op, 453383700.00 ns, 442.7575 us/op
WorkloadResult  75: 1024 op, 482542000.00 ns, 471.2324 us/op
WorkloadResult  76: 1024 op, 432813500.00 ns, 422.6694 us/op
WorkloadResult  77: 1024 op, 496339100.00 ns, 484.7062 us/op
WorkloadResult  78: 1024 op, 464980200.00 ns, 454.0822 us/op
WorkloadResult  79: 1024 op, 518816500.00 ns, 506.6567 us/op
WorkloadResult  80: 1024 op, 435441800.00 ns, 425.2361 us/op
WorkloadResult  81: 1024 op, 469106600.00 ns, 458.1119 us/op
WorkloadResult  82: 1024 op, 448221300.00 ns, 437.7161 us/op
WorkloadResult  83: 1024 op, 445093300.00 ns, 434.6614 us/op
WorkloadResult  84: 1024 op, 491670200.00 ns, 480.1467 us/op
WorkloadResult  85: 1024 op, 453337400.00 ns, 442.7123 us/op
WorkloadResult  86: 1024 op, 499953000.00 ns, 488.2354 us/op
WorkloadResult  87: 1024 op, 446289100.00 ns, 435.8292 us/op
WorkloadResult  88: 1024 op, 507237000.00 ns, 495.3486 us/op
WorkloadResult  89: 1024 op, 444459500.00 ns, 434.0425 us/op
WorkloadResult  90: 1024 op, 462148200.00 ns, 451.3166 us/op
WorkloadResult  91: 1024 op, 474856600.00 ns, 463.7271 us/op
WorkloadResult  92: 1024 op, 463524800.00 ns, 452.6609 us/op
WorkloadResult  93: 1024 op, 501186200.00 ns, 489.4396 us/op
WorkloadResult  94: 1024 op, 433890200.00 ns, 423.7209 us/op
WorkloadResult  95: 1024 op, 492268400.00 ns, 480.7309 us/op
WorkloadResult  96: 1024 op, 459401100.00 ns, 448.6339 us/op
WorkloadResult  97: 1024 op, 457672700.00 ns, 446.9460 us/op
WorkloadResult  98: 1024 op, 458830300.00 ns, 448.0765 us/op
GC:  0 0 0 0 1024

// AfterAll

Mean = 457.9414 us, StdErr = 2.6924 us (0.59%); N = 98, StdDev = 26.6538 us
Min = 397.0492 us, Q1 = 437.7161 us, Median = 456.6455 us, Q3 = 476.0956 us, Max = 520.1756 us
IQR = 38.3795 us, LowerFence = 380.1469 us, UpperFence = 533.6648 us
ConfidenceInterval = [448.8042 us; 467.0786 us] (CI 99.9%), Margin = 9.1372 us (2.00% of Mean)
Skewness = 0.3, Kurtosis = 2.45, MValue = 2

// **************************
// Benchmark: Benchmarker.MultiplyFma: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "8c64c5a0-b3e1-4e4b-8466-06447e54d35c.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyFma" --job "Core" --benchmarkId 1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\8c64c5a0-b3e1-4e4b-8466-06447e54d35c\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 341200.00 ns, 341.2000 us/op
WorkloadJitting  1: 1 op, 8123100.00 ns, 8.1231 ms/op

OverheadJitting  2: 16 op, 719000.00 ns, 44.9375 us/op
WorkloadJitting  2: 16 op, 14731800.00 ns, 920.7375 us/op

WorkloadPilot    1: 16 op, 12137700.00 ns, 758.6063 us/op
WorkloadPilot    2: 32 op, 18268000.00 ns, 570.8750 us/op
WorkloadPilot    3: 64 op, 23207600.00 ns, 362.6187 us/op
WorkloadPilot    4: 128 op, 52290400.00 ns, 408.5188 us/op
WorkloadPilot    5: 256 op, 101881900.00 ns, 397.9762 us/op
WorkloadPilot    6: 512 op, 233620200.00 ns, 456.2895 us/op
WorkloadPilot    7: 1024 op, 467364800.00 ns, 456.4109 us/op
WorkloadPilot    8: 2048 op, 926382100.00 ns, 452.3350 us/op

OverheadWarmup   1: 2048 op, 10600.00 ns, 5.1758 ns/op
OverheadWarmup   2: 2048 op, 9000.00 ns, 4.3945 ns/op
OverheadWarmup   3: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   4: 2048 op, 5900.00 ns, 2.8809 ns/op
OverheadWarmup   5: 2048 op, 5400.00 ns, 2.6367 ns/op
OverheadWarmup   6: 2048 op, 7000.00 ns, 3.4180 ns/op
OverheadWarmup   7: 2048 op, 6500.00 ns, 3.1738 ns/op

OverheadActual   1: 2048 op, 17600.00 ns, 8.5938 ns/op
OverheadActual   2: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual   3: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual   4: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   5: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   6: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   7: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   8: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   9: 2048 op, 23100.00 ns, 11.2793 ns/op
OverheadActual  10: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  11: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  12: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual  13: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual  14: 2048 op, 5200.00 ns, 2.5391 ns/op
OverheadActual  15: 2048 op, 4100.00 ns, 2.0020 ns/op

WorkloadWarmup   1: 2048 op, 948086400.00 ns, 462.9328 us/op
WorkloadWarmup   2: 2048 op, 956140900.00 ns, 466.8657 us/op
WorkloadWarmup   3: 2048 op, 911152900.00 ns, 444.8989 us/op
WorkloadWarmup   4: 2048 op, 969070900.00 ns, 473.1792 us/op
WorkloadWarmup   5: 2048 op, 930064000.00 ns, 454.1328 us/op
WorkloadWarmup   6: 2048 op, 933208700.00 ns, 455.6683 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 957927100.00 ns, 467.7378 us/op
WorkloadActual   2: 2048 op, 931399300.00 ns, 454.7848 us/op
WorkloadActual   3: 2048 op, 909120500.00 ns, 443.9065 us/op
WorkloadActual   4: 2048 op, 932509300.00 ns, 455.3268 us/op
WorkloadActual   5: 2048 op, 922397400.00 ns, 450.3894 us/op
WorkloadActual   6: 2048 op, 931605100.00 ns, 454.8853 us/op
WorkloadActual   7: 2048 op, 950527800.00 ns, 464.1249 us/op
WorkloadActual   8: 2048 op, 946978600.00 ns, 462.3919 us/op
WorkloadActual   9: 2048 op, 884712400.00 ns, 431.9885 us/op
WorkloadActual  10: 2048 op, 939997400.00 ns, 458.9831 us/op
WorkloadActual  11: 2048 op, 1006995700.00 ns, 491.6971 us/op
WorkloadActual  12: 2048 op, 999767600.00 ns, 488.1678 us/op
WorkloadActual  13: 2048 op, 899375600.00 ns, 439.1482 us/op
WorkloadActual  14: 2048 op, 953464600.00 ns, 465.5589 us/op
WorkloadActual  15: 2048 op, 948124200.00 ns, 462.9513 us/op
WorkloadActual  16: 2048 op, 841238300.00 ns, 410.7609 us/op
WorkloadActual  17: 2048 op, 826500800.00 ns, 403.5648 us/op
WorkloadActual  18: 2048 op, 838864800.00 ns, 409.6020 us/op
WorkloadActual  19: 2048 op, 782217500.00 ns, 381.9421 us/op
WorkloadActual  20: 2048 op, 798296000.00 ns, 389.7930 us/op
WorkloadActual  21: 2048 op, 818177900.00 ns, 399.5009 us/op
WorkloadActual  22: 2048 op, 830648500.00 ns, 405.5901 us/op
WorkloadActual  23: 2048 op, 784907200.00 ns, 383.2555 us/op
WorkloadActual  24: 2048 op, 828127100.00 ns, 404.3589 us/op
WorkloadActual  25: 2048 op, 785184100.00 ns, 383.3907 us/op
WorkloadActual  26: 2048 op, 800156700.00 ns, 390.7015 us/op
WorkloadActual  27: 2048 op, 806748000.00 ns, 393.9199 us/op
WorkloadActual  28: 2048 op, 803339700.00 ns, 392.2557 us/op
WorkloadActual  29: 2048 op, 808244500.00 ns, 394.6506 us/op
WorkloadActual  30: 2048 op, 797958500.00 ns, 389.6282 us/op
WorkloadActual  31: 2048 op, 842443300.00 ns, 411.3493 us/op
WorkloadActual  32: 2048 op, 818580500.00 ns, 399.6975 us/op
WorkloadActual  33: 2048 op, 792212500.00 ns, 386.8225 us/op
