// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 8 benchmark(s) in total *****
// ***** Building 1 exe(s) in Parallel: Start   *****
// start dotnet restore  /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f
// command took 2.6s and exited with 0
// start dotnet build -c Release  --no-restore /p:UseSharedCompilation=false /p:BuildInParallel=false /m:1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f
// command took 5.08s and exited with 0
// ***** Done, took 00:00:07 (7.91 sec)   *****
// Found 8 benchmarks:
//   Benchmarker.MultiplyAvx: Core(Runtime=Core)
//   Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyFma: Core(Runtime=Core)
//   Benchmarker.MultiplyFmaWSpanPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingle: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicSingleWPtr: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup4: Core(Runtime=Core)
//   Benchmarker.MultiplyClassicGroup8: Core(Runtime=Core)

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: High performance)// **************************
// Benchmark: Benchmarker.MultiplyAvx: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "31f14d5f-cd38-4247-af3f-14a444d2217f.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvx" --job "Core" --benchmarkId 0 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadActual  12: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  13: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  14: 2048 op, 4400.00 ns, 2.1484 ns/op
OverheadActual  15: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  16: 2048 op, 6500.00 ns, 3.1738 ns/op
OverheadActual  17: 2048 op, 3800.00 ns, 1.8555 ns/op
OverheadActual  18: 2048 op, 3700.00 ns, 1.8066 ns/op
OverheadActual  19: 2048 op, 9000.00 ns, 4.3945 ns/op
OverheadActual  20: 2048 op, 3800.00 ns, 1.8555 ns/op

WorkloadWarmup   1: 2048 op, 777277200.00 ns, 379.5299 us/op
WorkloadWarmup   2: 2048 op, 672456700.00 ns, 328.3480 us/op
WorkloadWarmup   3: 2048 op, 708763200.00 ns, 346.0758 us/op
WorkloadWarmup   4: 2048 op, 691540100.00 ns, 337.6661 us/op
WorkloadWarmup   5: 2048 op, 669772300.00 ns, 327.0373 us/op
WorkloadWarmup   6: 2048 op, 685481200.00 ns, 334.7076 us/op
WorkloadWarmup   7: 2048 op, 685892900.00 ns, 334.9086 us/op
WorkloadWarmup   8: 2048 op, 709415100.00 ns, 346.3941 us/op
WorkloadWarmup   9: 2048 op, 676347900.00 ns, 330.2480 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 693076100.00 ns, 338.4161 us/op
WorkloadActual   2: 2048 op, 665836700.00 ns, 325.1156 us/op
WorkloadActual   3: 2048 op, 700175900.00 ns, 341.8828 us/op
WorkloadActual   4: 2048 op, 679720400.00 ns, 331.8947 us/op
WorkloadActual   5: 2048 op, 654001300.00 ns, 319.3366 us/op
WorkloadActual   6: 2048 op, 721652800.00 ns, 352.3695 us/op
WorkloadActual   7: 2048 op, 771451300.00 ns, 376.6852 us/op
WorkloadActual   8: 2048 op, 730308400.00 ns, 356.5959 us/op
WorkloadActual   9: 2048 op, 701356100.00 ns, 342.4590 us/op
WorkloadActual  10: 2048 op, 701985800.00 ns, 342.7665 us/op
WorkloadActual  11: 2048 op, 735864900.00 ns, 359.3090 us/op
WorkloadActual  12: 2048 op, 808600700.00 ns, 394.8246 us/op
WorkloadActual  13: 2048 op, 793539600.00 ns, 387.4705 us/op
WorkloadActual  14: 2048 op, 779686800.00 ns, 380.7064 us/op
WorkloadActual  15: 2048 op, 766212900.00 ns, 374.1274 us/op
WorkloadActual  16: 2048 op, 747026300.00 ns, 364.7589 us/op
WorkloadActual  17: 2048 op, 756278100.00 ns, 369.2764 us/op
WorkloadActual  18: 2048 op, 726183400.00 ns, 354.5817 us/op
WorkloadActual  19: 2048 op, 773106000.00 ns, 377.4932 us/op
WorkloadActual  20: 2048 op, 788382500.00 ns, 384.9524 us/op
WorkloadActual  21: 2048 op, 873811200.00 ns, 426.6656 us/op
WorkloadActual  22: 2048 op, 815392000.00 ns, 398.1406 us/op
WorkloadActual  23: 2048 op, 790390700.00 ns, 385.9330 us/op
WorkloadActual  24: 2048 op, 774918400.00 ns, 378.3781 us/op
WorkloadActual  25: 2048 op, 783544200.00 ns, 382.5899 us/op
WorkloadActual  26: 2048 op, 781022100.00 ns, 381.3584 us/op
WorkloadActual  27: 2048 op, 804986600.00 ns, 393.0599 us/op
WorkloadActual  28: 2048 op, 783515700.00 ns, 382.5760 us/op
WorkloadActual  29: 2048 op, 782087800.00 ns, 381.8788 us/op
WorkloadActual  30: 2048 op, 787590500.00 ns, 384.5657 us/op
WorkloadActual  31: 2048 op, 768982000.00 ns, 375.4795 us/op
WorkloadActual  32: 2048 op, 762924300.00 ns, 372.5216 us/op
WorkloadActual  33: 2048 op, 770774500.00 ns, 376.3547 us/op
WorkloadActual  34: 2048 op, 814541500.00 ns, 397.7253 us/op
WorkloadActual  35: 2048 op, 858911800.00 ns, 419.3905 us/op
WorkloadActual  36: 2048 op, 820456300.00 ns, 400.6134 us/op
WorkloadActual  37: 2048 op, 768786600.00 ns, 375.3841 us/op
WorkloadActual  38: 2048 op, 773794000.00 ns, 377.8291 us/op
WorkloadActual  39: 2048 op, 718705300.00 ns, 350.9303 us/op
WorkloadActual  40: 2048 op, 738416600.00 ns, 360.5550 us/op
WorkloadActual  41: 2048 op, 793394000.00 ns, 387.3994 us/op
WorkloadActual  42: 2048 op, 769804300.00 ns, 375.8810 us/op
WorkloadActual  43: 2048 op, 761175500.00 ns, 371.6677 us/op
WorkloadActual  44: 2048 op, 768872500.00 ns, 375.4260 us/op
WorkloadActual  45: 2048 op, 760345300.00 ns, 371.2624 us/op
WorkloadActual  46: 2048 op, 744324800.00 ns, 363.4398 us/op
WorkloadActual  47: 2048 op, 790035100.00 ns, 385.7593 us/op
WorkloadActual  48: 2048 op, 760821600.00 ns, 371.4949 us/op
WorkloadActual  49: 2048 op, 805635900.00 ns, 393.3769 us/op
WorkloadActual  50: 2048 op, 814270500.00 ns, 397.5930 us/op
WorkloadActual  51: 2048 op, 737041600.00 ns, 359.8836 us/op
WorkloadActual  52: 2048 op, 732034500.00 ns, 357.4387 us/op
WorkloadActual  53: 2048 op, 761012100.00 ns, 371.5879 us/op
WorkloadActual  54: 2048 op, 886193800.00 ns, 432.7118 us/op
WorkloadActual  55: 2048 op, 906329400.00 ns, 442.5437 us/op
WorkloadActual  56: 2048 op, 899248500.00 ns, 439.0862 us/op
WorkloadActual  57: 2048 op, 916242900.00 ns, 447.3842 us/op
WorkloadActual  58: 2048 op, 860232600.00 ns, 420.0354 us/op
WorkloadActual  59: 2048 op, 797157400.00 ns, 389.2370 us/op
WorkloadActual  60: 2048 op, 879977600.00 ns, 429.6766 us/op
WorkloadActual  61: 2048 op, 813245800.00 ns, 397.0927 us/op
WorkloadActual  62: 2048 op, 859202600.00 ns, 419.5325 us/op
WorkloadActual  63: 2048 op, 989066200.00 ns, 482.9425 us/op
WorkloadActual  64: 2048 op, 866393500.00 ns, 423.0437 us/op
WorkloadActual  65: 2048 op, 919463000.00 ns, 448.9565 us/op
WorkloadActual  66: 2048 op, 894166800.00 ns, 436.6049 us/op
WorkloadActual  67: 2048 op, 897248900.00 ns, 438.1098 us/op
WorkloadActual  68: 2048 op, 764390900.00 ns, 373.2377 us/op
WorkloadActual  69: 2048 op, 875680000.00 ns, 427.5781 us/op
WorkloadActual  70: 2048 op, 756770300.00 ns, 369.5167 us/op
WorkloadActual  71: 2048 op, 741445000.00 ns, 362.0337 us/op
WorkloadActual  72: 2048 op, 757206600.00 ns, 369.7298 us/op
WorkloadActual  73: 2048 op, 759824000.00 ns, 371.0078 us/op
WorkloadActual  74: 2048 op, 652195600.00 ns, 318.4549 us/op
WorkloadActual  75: 2048 op, 657899100.00 ns, 321.2398 us/op
WorkloadActual  76: 2048 op, 791840900.00 ns, 386.6411 us/op
WorkloadActual  77: 2048 op, 775845800.00 ns, 378.8310 us/op
WorkloadActual  78: 2048 op, 760095000.00 ns, 371.1401 us/op
WorkloadActual  79: 2048 op, 746207000.00 ns, 364.3589 us/op
WorkloadActual  80: 2048 op, 696249100.00 ns, 339.9654 us/op
WorkloadActual  81: 2048 op, 680542700.00 ns, 332.2962 us/op
WorkloadActual  82: 2048 op, 694378600.00 ns, 339.0521 us/op
WorkloadActual  83: 2048 op, 761665600.00 ns, 371.9070 us/op
WorkloadActual  84: 2048 op, 811356900.00 ns, 396.1704 us/op
WorkloadActual  85: 2048 op, 749494000.00 ns, 365.9639 us/op
WorkloadActual  86: 2048 op, 724260300.00 ns, 353.6427 us/op
WorkloadActual  87: 2048 op, 724718800.00 ns, 353.8666 us/op
WorkloadActual  88: 2048 op, 712154600.00 ns, 347.7317 us/op
WorkloadActual  89: 2048 op, 709538000.00 ns, 346.4541 us/op
WorkloadActual  90: 2048 op, 689048600.00 ns, 336.4495 us/op
WorkloadActual  91: 2048 op, 794307700.00 ns, 387.8456 us/op
WorkloadActual  92: 2048 op, 779238200.00 ns, 380.4874 us/op
WorkloadActual  93: 2048 op, 725038900.00 ns, 354.0229 us/op
WorkloadActual  94: 2048 op, 687223900.00 ns, 335.5585 us/op
WorkloadActual  95: 2048 op, 743754800.00 ns, 363.1615 us/op
WorkloadActual  96: 2048 op, 724118600.00 ns, 353.5735 us/op
WorkloadActual  97: 2048 op, 779564600.00 ns, 380.6468 us/op
WorkloadActual  98: 2048 op, 856618000.00 ns, 418.2705 us/op
WorkloadActual  99: 2048 op, 714798600.00 ns, 349.0228 us/op
WorkloadActual  100: 2048 op, 689903800.00 ns, 336.8671 us/op

// AfterActualRun
WorkloadResult   1: 2048 op, 693072200.00 ns, 338.4142 us/op
WorkloadResult   2: 2048 op, 665832800.00 ns, 325.1137 us/op
WorkloadResult   3: 2048 op, 700172000.00 ns, 341.8809 us/op
WorkloadResult   4: 2048 op, 679716500.00 ns, 331.8928 us/op
WorkloadResult   5: 2048 op, 653997400.00 ns, 319.3347 us/op
WorkloadResult   6: 2048 op, 721648900.00 ns, 352.3676 us/op
WorkloadResult   7: 2048 op, 771447400.00 ns, 376.6833 us/op
WorkloadResult   8: 2048 op, 730304500.00 ns, 356.5940 us/op
WorkloadResult   9: 2048 op, 701352200.00 ns, 342.4571 us/op
WorkloadResult  10: 2048 op, 701981900.00 ns, 342.7646 us/op
WorkloadResult  11: 2048 op, 735861000.00 ns, 359.3071 us/op
WorkloadResult  12: 2048 op, 808596800.00 ns, 394.8227 us/op
WorkloadResult  13: 2048 op, 793535700.00 ns, 387.4686 us/op
WorkloadResult  14: 2048 op, 779682900.00 ns, 380.7045 us/op
WorkloadResult  15: 2048 op, 766209000.00 ns, 374.1255 us/op
WorkloadResult  16: 2048 op, 747022400.00 ns, 364.7570 us/op
WorkloadResult  17: 2048 op, 756274200.00 ns, 369.2745 us/op
WorkloadResult  18: 2048 op, 726179500.00 ns, 354.5798 us/op
WorkloadResult  19: 2048 op, 773102100.00 ns, 377.4913 us/op
WorkloadResult  20: 2048 op, 788378600.00 ns, 384.9505 us/op
WorkloadResult  21: 2048 op, 873807300.00 ns, 426.6637 us/op
WorkloadResult  22: 2048 op, 815388100.00 ns, 398.1387 us/op
WorkloadResult  23: 2048 op, 790386800.00 ns, 385.9311 us/op
WorkloadResult  24: 2048 op, 774914500.00 ns, 378.3762 us/op
WorkloadResult  25: 2048 op, 783540300.00 ns, 382.5880 us/op
WorkloadResult  26: 2048 op, 781018200.00 ns, 381.3565 us/op
WorkloadResult  27: 2048 op, 804982700.00 ns, 393.0580 us/op
WorkloadResult  28: 2048 op, 783511800.00 ns, 382.5741 us/op
WorkloadResult  29: 2048 op, 782083900.00 ns, 381.8769 us/op
WorkloadResult  30: 2048 op, 787586600.00 ns, 384.5638 us/op
WorkloadResult  31: 2048 op, 768978100.00 ns, 375.4776 us/op
WorkloadResult  32: 2048 op, 762920400.00 ns, 372.5197 us/op
WorkloadResult  33: 2048 op, 770770600.00 ns, 376.3528 us/op
WorkloadResult  34: 2048 op, 814537600.00 ns, 397.7234 us/op
WorkloadResult  35: 2048 op, 858907900.00 ns, 419.3886 us/op
WorkloadResult  36: 2048 op, 820452400.00 ns, 400.6115 us/op
WorkloadResult  37: 2048 op, 768782700.00 ns, 375.3822 us/op
WorkloadResult  38: 2048 op, 773790100.00 ns, 377.8272 us/op
WorkloadResult  39: 2048 op, 718701400.00 ns, 350.9284 us/op
WorkloadResult  40: 2048 op, 738412700.00 ns, 360.5531 us/op
WorkloadResult  41: 2048 op, 793390100.00 ns, 387.3975 us/op
WorkloadResult  42: 2048 op, 769800400.00 ns, 375.8791 us/op
WorkloadResult  43: 2048 op, 761171600.00 ns, 371.6658 us/op
WorkloadResult  44: 2048 op, 768868600.00 ns, 375.4241 us/op
WorkloadResult  45: 2048 op, 760341400.00 ns, 371.2604 us/op
WorkloadResult  46: 2048 op, 744320900.00 ns, 363.4379 us/op
WorkloadResult  47: 2048 op, 790031200.00 ns, 385.7574 us/op
WorkloadResult  48: 2048 op, 760817700.00 ns, 371.4930 us/op
WorkloadResult  49: 2048 op, 805632000.00 ns, 393.3750 us/op
WorkloadResult  50: 2048 op, 814266600.00 ns, 397.5911 us/op
WorkloadResult  51: 2048 op, 737037700.00 ns, 359.8817 us/op
WorkloadResult  52: 2048 op, 732030600.00 ns, 357.4368 us/op
WorkloadResult  53: 2048 op, 761008200.00 ns, 371.5860 us/op
WorkloadResult  54: 2048 op, 886189900.00 ns, 432.7099 us/op
WorkloadResult  55: 2048 op, 906325500.00 ns, 442.5417 us/op
WorkloadResult  56: 2048 op, 899244600.00 ns, 439.0843 us/op
WorkloadResult  57: 2048 op, 860228700.00 ns, 420.0335 us/op
WorkloadResult  58: 2048 op, 797153500.00 ns, 389.2351 us/op
WorkloadResult  59: 2048 op, 879973700.00 ns, 429.6747 us/op
WorkloadResult  60: 2048 op, 813241900.00 ns, 397.0908 us/op
WorkloadResult  61: 2048 op, 859198700.00 ns, 419.5306 us/op
WorkloadResult  62: 2048 op, 866389600.00 ns, 423.0418 us/op
WorkloadResult  63: 2048 op, 894162900.00 ns, 436.6030 us/op
WorkloadResult  64: 2048 op, 897245000.00 ns, 438.1079 us/op
WorkloadResult  65: 2048 op, 764387000.00 ns, 373.2358 us/op
WorkloadResult  66: 2048 op, 875676100.00 ns, 427.5762 us/op
WorkloadResult  67: 2048 op, 756766400.00 ns, 369.5148 us/op
WorkloadResult  68: 2048 op, 741441100.00 ns, 362.0318 us/op
WorkloadResult  69: 2048 op, 757202700.00 ns, 369.7279 us/op
WorkloadResult  70: 2048 op, 759820100.00 ns, 371.0059 us/op
WorkloadResult  71: 2048 op, 652191700.00 ns, 318.4530 us/op
WorkloadResult  72: 2048 op, 657895200.00 ns, 321.2379 us/op
WorkloadResult  73: 2048 op, 791837000.00 ns, 386.6392 us/op
WorkloadResult  74: 2048 op, 775841900.00 ns, 378.8291 us/op
WorkloadResult  75: 2048 op, 760091100.00 ns, 371.1382 us/op
WorkloadResult  76: 2048 op, 746203100.00 ns, 364.3570 us/op
WorkloadResult  77: 2048 op, 696245200.00 ns, 339.9635 us/op
WorkloadResult  78: 2048 op, 680538800.00 ns, 332.2943 us/op
WorkloadResult  79: 2048 op, 694374700.00 ns, 339.0501 us/op
WorkloadResult  80: 2048 op, 761661700.00 ns, 371.9051 us/op
WorkloadResult  81: 2048 op, 811353000.00 ns, 396.1685 us/op
WorkloadResult  82: 2048 op, 749490100.00 ns, 365.9620 us/op
WorkloadResult  83: 2048 op, 724256400.00 ns, 353.6408 us/op
WorkloadResult  84: 2048 op, 724714900.00 ns, 353.8647 us/op
WorkloadResult  85: 2048 op, 712150700.00 ns, 347.7298 us/op
WorkloadResult  86: 2048 op, 709534100.00 ns, 346.4522 us/op
WorkloadResult  87: 2048 op, 689044700.00 ns, 336.4476 us/op
WorkloadResult  88: 2048 op, 794303800.00 ns, 387.8437 us/op
WorkloadResult  89: 2048 op, 779234300.00 ns, 380.4855 us/op
WorkloadResult  90: 2048 op, 725035000.00 ns, 354.0210 us/op
WorkloadResult  91: 2048 op, 687220000.00 ns, 335.5566 us/op
WorkloadResult  92: 2048 op, 743750900.00 ns, 363.1596 us/op
WorkloadResult  93: 2048 op, 724114700.00 ns, 353.5716 us/op
WorkloadResult  94: 2048 op, 779560700.00 ns, 380.6449 us/op
WorkloadResult  95: 2048 op, 856614100.00 ns, 418.2686 us/op
WorkloadResult  96: 2048 op, 714794700.00 ns, 349.0208 us/op
WorkloadResult  97: 2048 op, 689899900.00 ns, 336.8652 us/op
GC:  0 0 0 0 2048

// AfterAll

Mean = 375.0864 us, StdErr = 2.9102 us (0.78%); N = 97, StdDev = 28.6623 us
Min = 318.4530 us, Q1 = 354.3004 us, Median = 374.1255 us, Q3 = 387.6561 us, Max = 442.5417 us
IQR = 33.3557 us, LowerFence = 304.2668 us, UpperFence = 437.6897 us
ConfidenceInterval = [365.2068 us; 384.9659 us] (CI 99.9%), Margin = 9.8795 us (2.63% of Mean)
Skewness = 0.38, Kurtosis = 2.83, MValue = 3.13

// **************************
// Benchmark: Benchmarker.MultiplyAvxWSpanPtr: Core(Runtime=Core)
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet "31f14d5f-cd38-4247-af3f-14a444d2217f.dll" --benchmarkName "Benchmarker.Benchmarker.MultiplyAvxWSpanPtr" --job "Core" --benchmarkId 1 in D:\Projects\Trials\CoreNN\CoreNN\Benchmarker\bin\Release\netcoreapp3.0\31f14d5f-cd38-4247-af3f-14a444d2217f\bin\Release\netcoreapp3.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.0.0 (CoreCLR 4.700.19.46205, CoreFX 4.700.19.46214), 64bit RyuJIT
// GC=Concurrent Workstation
// Job: Core(Runtime=Core)

OverheadJitting  1: 1 op, 373000.00 ns, 373.0000 us/op
WorkloadJitting  1: 1 op, 4768500.00 ns, 4.7685 ms/op

OverheadJitting  2: 16 op, 750000.00 ns, 46.8750 us/op
WorkloadJitting  2: 16 op, 9746900.00 ns, 609.1812 us/op

WorkloadPilot    1: 16 op, 10086700.00 ns, 630.4188 us/op
WorkloadPilot    2: 32 op, 16413500.00 ns, 512.9219 us/op
WorkloadPilot    3: 64 op, 24834000.00 ns, 388.0312 us/op
WorkloadPilot    4: 128 op, 56062200.00 ns, 437.9859 us/op
WorkloadPilot    5: 256 op, 86384200.00 ns, 337.4383 us/op
WorkloadPilot    6: 512 op, 161154100.00 ns, 314.7541 us/op
WorkloadPilot    7: 1024 op, 343827000.00 ns, 335.7686 us/op
WorkloadPilot    8: 2048 op, 648786300.00 ns, 316.7902 us/op

OverheadWarmup   1: 2048 op, 6800.00 ns, 3.3203 ns/op
OverheadWarmup   2: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadWarmup   3: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   4: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadWarmup   5: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadWarmup   6: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadWarmup   7: 2048 op, 3900.00 ns, 1.9043 ns/op

OverheadActual   1: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   2: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   3: 2048 op, 4200.00 ns, 2.0508 ns/op
OverheadActual   4: 2048 op, 4300.00 ns, 2.0996 ns/op
OverheadActual   5: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   6: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual   7: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual   8: 2048 op, 19500.00 ns, 9.5215 ns/op
OverheadActual   9: 2048 op, 4000.00 ns, 1.9531 ns/op
OverheadActual  10: 2048 op, 3900.00 ns, 1.9043 ns/op
OverheadActual  11: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  12: 2048 op, 4500.00 ns, 2.1973 ns/op
OverheadActual  13: 2048 op, 4100.00 ns, 2.0020 ns/op
OverheadActual  14: 2048 op, 6500.00 ns, 3.1738 ns/op
OverheadActual  15: 2048 op, 4000.00 ns, 1.9531 ns/op

WorkloadWarmup   1: 2048 op, 679744800.00 ns, 331.9066 us/op
WorkloadWarmup   2: 2048 op, 766651900.00 ns, 374.3417 us/op
WorkloadWarmup   3: 2048 op, 652173700.00 ns, 318.4442 us/op
WorkloadWarmup   4: 2048 op, 622968500.00 ns, 304.1838 us/op
WorkloadWarmup   5: 2048 op, 690051600.00 ns, 336.9393 us/op
WorkloadWarmup   6: 2048 op, 660688100.00 ns, 322.6016 us/op

// BeforeActualRun
WorkloadActual   1: 2048 op, 775520400.00 ns, 378.6721 us/op
WorkloadActual   2: 2048 op, 725428000.00 ns, 354.2129 us/op
WorkloadActual   3: 2048 op, 666697800.00 ns, 325.5360 us/op
WorkloadActual   4: 2048 op, 669998900.00 ns, 327.1479 us/op
WorkloadActual   5: 2048 op, 635867300.00 ns, 310.4821 us/op
WorkloadActual   6: 2048 op, 654396500.00 ns, 319.5295 us/op
WorkloadActual   7: 2048 op, 634354000.00 ns, 309.7432 us/op
WorkloadActual   8: 2048 op, 656847000.00 ns, 320.7261 us/op
WorkloadActual   9: 2048 op, 660241000.00 ns, 322.3833 us/op
WorkloadActual  10: 2048 op, 626548900.00 ns, 305.9321 us/op
WorkloadActual  11: 2048 op, 647308400.00 ns, 316.0686 us/op
WorkloadActual  12: 2048 op, 742041400.00 ns, 362.3249 us/op
WorkloadActual  13: 2048 op, 721251200.00 ns, 352.1734 us/op
WorkloadActual  14: 2048 op, 646972100.00 ns, 315.9043 us/op
WorkloadActual  15: 2048 op, 621029100.00 ns, 303.2369 us/op
WorkloadActual  16: 2048 op, 662453600.00 ns, 323.4637 us/op
WorkloadActual  17: 2048 op, 650039800.00 ns, 317.4022 us/op
WorkloadActual  18: 2048 op, 639645400.00 ns, 312.3269 us/op
WorkloadActual  19: 2048 op, 650188000.00 ns, 317.4746 us/op
WorkloadActual  20: 2048 op, 649016500.00 ns, 316.9026 us/op
WorkloadActual  21: 2048 op, 688533800.00 ns, 336.1981 us/op
WorkloadActual  22: 2048 op, 663394700.00 ns, 323.9232 us/op
WorkloadActual  23: 2048 op, 644937900.00 ns, 314.9111 us/op
WorkloadActual  24: 2048 op, 704900900.00 ns, 344.1899 us/op
WorkloadActual  25: 2048 op, 620485700.00 ns, 302.9715 us/op
WorkloadActual  26: 2048 op, 653778600.00 ns, 319.2278 us/op
WorkloadActual  27: 2048 op, 649958000.00 ns, 317.3623 us/op
